CDM_SOURCE,CDM_TBL,CDM_TBL_COLUMN_NAME,SRC_CODE,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mA,milliampere,8543,(unit) ampere (concept_id = 8543),Unit,UCUM,Unit,S,A
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mbar,millibar,0,Gap,-,-,-,-,-
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mbar.s/L,millibar second per liter,44777614,(unit) milliliter per second (concept_id = 44777614),Unit,UCUM,Unit,S,mL/s
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mbar/L/s,millibar per liter per second,44777614,(unit) milliliter per second (concept_id = 44777614),Unit,UCUM,Unit,S,mL/s
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq,milliequivalent,9551,(unit) milliequivalent (concept_id = 9551),Unit,UCUM,Unit,S,10*-3.eq
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/(2.h),milliequivalent per 2 hour,44777582,(unit) milliequivalent per 24 hours (concept_id = 44777582),Unit,UCUM,Unit,S,10*-3.eq/(24.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/(24.h),milliequivalent per 24 hour,44777582,(unit) milliequivalent per 24 hours (concept_id = 44777582),Unit,UCUM,Unit,S,10*-3.eq/(24.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/(8.h),milliequivalent per 8 hour,44777582,(unit) milliequivalent per 24 hours (concept_id = 44777582),Unit,UCUM,Unit,S,10*-3.eq/(24.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/d,milliequivalent per day,9551,(unit) milliequivalent (concept_id = 9551),Unit,UCUM,Unit,S,10*-3.eq
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/dL,milliequivalent per deciliter,9553,(unit) milliequivalent per deciliter (concept_id = 9553),Unit,UCUM,Unit,S,10*-3.eq/dL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/g,milliequivalent per gram,9554,(unit) milliequivalent per gram (concept_id = 9554),Unit,UCUM,Unit,S,10*-3.eq/g
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/g{creat},milliequivalent per gram of creatinine,9555,(unit) milliequivalent per gram of creatinine (concept_id = 9555),Unit,UCUM,Unit,S,10*-3.eq/g{creat}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/h,milliequivalent per hour,44777582,(unit) milliequivalent per 24 hours (concept_id = 44777582),Unit,UCUM,Unit,S,10*-3.eq/(24.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/kg,milliequivalent per kilogram,9556,(unit) milliequivalent per kilogram (concept_id = 9556),Unit,UCUM,Unit,S,10*-3.eq/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/kg/h,milliequivalent per kilogram per hour,9556,(unit) milliequivalent per kilogram (concept_id = 9556),Unit,UCUM,Unit,S,10*-3.eq/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/L,milliequivalent per liter,9557,(unit) milliequivalent per liter (concept_id = 9557),Unit,UCUM,Unit,S,10*-3.eq/L
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/m2,milliequivalent per square meter,9558,(unit) milliequivalent per square meter (concept_id = 9558),Unit,UCUM,Unit,S,10*-3.eq/m2
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/min,milliequivalent per minute,9559,(unit) milliequivalent per milliliter (concept_id = 9559),Unit,UCUM,Unit,S,10*-3.eq/mL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/mL,milliequivalent per milliliter,9559,(unit) milliequivalent per milliliter (concept_id = 9559),Unit,UCUM,Unit,S,10*-3.eq/mL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/{specimen},milliequivalent per specimen,9552,(unit) milliequivalent per specimen (concept_id = 9552),Unit,UCUM,Unit,S,10*-3.eq/{spec}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,meq/{total_volume},milliequivalent per total volume,9551,(unit) milliequivalent (concept_id = 9551),Unit,UCUM,Unit,S,10*-3.eq
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg,milligram,8576,(unit) milligram (concept_id = 8576),Unit,UCUM,Unit,S,mg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/(10.h),milligram per 10 hour,44777610,(unit) milligram per hour (concept_id = 44777610),Unit,UCUM,Unit,S,mg/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/(12.h),milligram per 12 hour,8908,(unit) milligram per 12 hours (concept_id = 8908),Unit,UCUM,Unit,S,mg/(12.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/(2.h),milligram per 2 hour,44777610,(unit) milligram per hour (concept_id = 44777610),Unit,UCUM,Unit,S,mg/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/(24.h),milligram per 24 hour,8909,(unit) milligram per 24 hours (concept_id = 8909),Unit,UCUM,Unit,S,mg/(24.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/(6.h),milligram per 6 hour,44777610,(unit) milligram per hour (concept_id = 44777610),Unit,UCUM,Unit,S,mg/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/(72.h),milligram per 72 hour,45891022,(unit) milligram per 72 hours (concept_id = 45891022),Unit,UCUM,Unit,S,mg/(72.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/(8.h),milligram per 8 hour,44777610,(unit) milligram per hour (concept_id = 44777610),Unit,UCUM,Unit,S,mg/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/d,milligram per day,45890997,(unit) milligram per dose (concept_id = 45890997),Unit,UCUM,Unit,S,mg/[dose]
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/d/{1.73_m2},milligram per day per 1.73 square meter,9117,(unit) milliliter per minute per 1.73 square meter (concept_id = 9117),Unit,UCUM,Unit,S,mL/min/1.73.m2
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/dL,milligram per deciliter,8840,(unit) milligram per deciliter (concept_id = 8840),Unit,UCUM,Unit,S,mg/dL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,MG/DL,milligram per deciliter,8840,(unit) milligram per deciliter (concept_id = 8840),Unit,UCUM,Unit,S,mg/dL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/dl,milligram per deciliter,8840,(unit) milligram per deciliter (concept_id = 8840),Unit,UCUM,Unit,S,mg/dL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/dL{RBCs},milligram per deciliter of red blood cells,9659,(unit) microgram per deciliter of red blood cells (concept_id = 9659),Unit,UCUM,Unit,S,ug/dL{RBC}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/g,milligram per gram,8723,(unit) milligram per gram (concept_id = 8723),Unit,UCUM,Unit,S,mg/g
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/g{creat},milligram per gram of creatinine,9017,(unit) milligram per gram of creatinine (concept_id = 9017),Unit,UCUM,Unit,S,mg/g{creat}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/g{dry_tissue},milligram per gram of dry tissue,8723,(unit) milligram per gram (concept_id = 8723),Unit,UCUM,Unit,S,mg/g
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/g{feces},milligram per gram of feces,8723,(unit) milligram per gram (concept_id = 8723),Unit,UCUM,Unit,S,mg/g
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/g{tissue},milligram per gram of tissue,8723,(unit) milligram per gram (concept_id = 8723),Unit,UCUM,Unit,S,mg/g
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/g{wet_tissue},milligram per gram of wet tissue,9251,(unit) per gram of wet tissue (concept_id = 9251),Unit,UCUM,Unit,S,/g{wet'tis}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/h,milligram per hour,44777610,(unit) milligram per hour (concept_id = 44777610),Unit,UCUM,Unit,S,mg/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/kg,milligram per kilogram,9562,(unit) milligram per kilogram (concept_id = 9562),Unit,UCUM,Unit,S,mg/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/kg/(8.h),milligram per kilogram per 8 hour,9691,(unit) milligram per kilogram per hour (concept_id = 9691),Unit,UCUM,Unit,S,mg/kg/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/kg/d,milligram per kilogram per day,9562,(unit) milligram per kilogram (concept_id = 9562),Unit,UCUM,Unit,S,mg/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/kg/h,milligram per kilogram per hour,9691,(unit) milligram per kilogram per hour (concept_id = 9691),Unit,UCUM,Unit,S,mg/kg/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/kg/min,milligram per kilogram per minute,9692,(unit) milligram per kilogram per minute (concept_id = 9692),Unit,UCUM,Unit,S,mg/kg/min
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/L,milligram per liter,8751,(unit) milligram per liter (concept_id = 8751),Unit,UCUM,Unit,S,mg/L
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/l,milligram per liter,8751,(unit) milligram per liter (concept_id = 8751),Unit,UCUM,Unit,S,mg/L
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,MG/L,milligram per liter,8751,(unit) milligram per liter (concept_id = 8751),Unit,UCUM,Unit,S,mg/L
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/L{RBCs},milligram per liter of red blood cells,9113,(unit) nanogram per milliliter of red blood cells (concept_id = 9113),Unit,UCUM,Unit,S,ng/mL{RBC}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/m2,milligram per square meter,9563,(unit) milligram per square meter (concept_id = 9563),Unit,UCUM,Unit,S,mg/m2
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/m3,milligram per cubic meter,9564,(unit) milligram per cubic meter (concept_id = 9564),Unit,UCUM,Unit,S,mg/m3
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/mg,milligram per milligram,9565,(unit) milligram per milligram (concept_id = 9565),Unit,UCUM,Unit,S,mg/mg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/mg{creat},milligram per milligram of creatinine,9074,(unit) milligram per milligram of creatinine (concept_id = 9074),Unit,UCUM,Unit,S,mg/mg{creat}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/min,milligram per minute,44777611,(unit) milligram per minute (concept_id = 44777611),Unit,UCUM,Unit,S,mg/min
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/mL,milligram per milliliter,8861,(unit) milligram per milliliter (concept_id = 8861),Unit,UCUM,Unit,S,mg/mL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/mmol,milligram per millimole,44777612,(unit) milligram per millimole (concept_id = 44777612),Unit,UCUM,Unit,S,mg/mmol
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/mmol{creat},milligram per millimole of creatinine,9075,(unit) milligram per millimole of creatinine (concept_id = 9075),Unit,UCUM,Unit,S,mg/mmol{creat}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/wk,milligram per week,44777559,(unit) per week (concept_id = 44777559),Unit,UCUM,Unit,S,/w
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/{collection},milligram per collection,9565,(unit) milligram per milligram (concept_id = 9565),Unit,UCUM,Unit,S,mg/mg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/{specimen},milligram per specimen,8724,(unit) milligram per time (concept_id = 8724),Unit,UCUM,Unit,S,mg/{time}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/{total_output},milligram per total output,9560,(unit) milligram per total volume (concept_id = 9560),Unit,UCUM,Unit,S,mg/{tot'vol}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg/{total_volume},milligram per total volume,9560,(unit) milligram per total volume (concept_id = 9560),Unit,UCUM,Unit,S,mg/{tot'vol}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mg{FEU}/L,milligram fibrinogen equivalent unit per liter,44777663,(unit) milligram of fibrinogen equivalent unit per liter (concept_id = 44777663),Unit,UCUM,Unit,S,mg{FEU}/L
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,milligram per deciliter,milligram per deciliter,8840,(unit) milligram per deciliter (concept_id = 8840),Unit,UCUM,Unit,S,mg/dL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,milligram per liter,milligram per liter,8751,(unit) milligram per liter (concept_id = 8751),Unit,UCUM,Unit,S,mg/L
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,min,minute,8550,(unit) minute (concept_id = 8550),Unit,UCUM,Unit,S,min
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL,milliliter,8587,(unit) milliliter (concept_id = 8587),Unit,UCUM,Unit,S,mL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/(10.h),milliliter per 10 hour,44777613,(unit) milliliter per hour (concept_id = 44777613),Unit,UCUM,Unit,S,mL/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/(12.h),milliliter per 12 hour,44777664,(unit) milliliter per 12 hours (concept_id = 44777664),Unit,UCUM,Unit,S,mL/(12.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/(2.h),milliliter per 2 hour,44777613,(unit) milliliter per hour (concept_id = 44777613),Unit,UCUM,Unit,S,mL/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/(24.h),milliliter per 24 hour,8930,(unit) milliliter per 24 hours (concept_id = 8930),Unit,UCUM,Unit,S,mL/(24.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/(4.h),milliliter per 4 hour,44777613,(unit) milliliter per hour (concept_id = 44777613),Unit,UCUM,Unit,S,mL/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/(5.h),milliliter per 5 hour,44777613,(unit) milliliter per hour (concept_id = 44777613),Unit,UCUM,Unit,S,mL/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/(6.h),milliliter per 6 hour,44777613,(unit) milliliter per hour (concept_id = 44777613),Unit,UCUM,Unit,S,mL/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/(72.h),milliliter per 72 hour,45891022,(unit) milligram per 72 hours (concept_id = 45891022),Unit,UCUM,Unit,S,mg/(72.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/(8.h),milliliter per 8 hour,44777613,(unit) milliliter per hour (concept_id = 44777613),Unit,UCUM,Unit,S,mL/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/(8.h)/kg,milliliter per 8 hour per kilogram,9571,(unit) milliliter per kilogram (concept_id = 9571),Unit,UCUM,Unit,S,mL/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/[sin_i],milliliter per square inch (international),9327,(unit) inch (international) (concept_id = 9327),Unit,UCUM,Unit,S,[in_i]
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/cm[H2O],milliliter per centimeter of water,45891033,(unit) milliliter per milliliter (concept_id = 45891033),Unit,UCUM,Unit,S,mL/mL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/d,milliliter per day,9570,(unit) milliliter per deciliter (concept_id = 9570),Unit,UCUM,Unit,S,mL/dL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/dL,milliliter per deciliter,9570,(unit) milliliter per deciliter (concept_id = 9570),Unit,UCUM,Unit,S,mL/dL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/h,milliliter per hour,44777613,(unit) milliliter per hour (concept_id = 44777613),Unit,UCUM,Unit,S,mL/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/kg,milliliter per kilogram,9571,(unit) milliliter per kilogram (concept_id = 9571),Unit,UCUM,Unit,S,mL/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/kg/(8.h),milliliter per kilogram per 8 hour,9571,(unit) milliliter per kilogram (concept_id = 9571),Unit,UCUM,Unit,S,mL/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/kg/d,milliliter per kilogram per day,9571,(unit) milliliter per kilogram (concept_id = 9571),Unit,UCUM,Unit,S,mL/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/kg/h,milliliter per kilogram per hour,9571,(unit) milliliter per kilogram (concept_id = 9571),Unit,UCUM,Unit,S,mL/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/kg/min,milliliter per kilogram per minute,9571,(unit) milliliter per kilogram (concept_id = 9571),Unit,UCUM,Unit,S,mL/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/m2,milliliter per square meter,32739,(unit) milliliter per square meter (concept_id = 32739),Unit,UCUM,Unit,S,ml/m2
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/mbar,milliliter per millibar,45891033,(unit) milliliter per milliliter (concept_id = 45891033),Unit,UCUM,Unit,S,mL/mL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/min,milliliter per minute,8795,(unit) milliliter per minute (concept_id = 8795),Unit,UCUM,Unit,S,mL/min
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/min/m2,milliliter per minute per square meter,32710,(unit) liter per minute per square meter (concept_id = 32710),Unit,UCUM,Unit,S,L/min/m2
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/min/{1.73_m2},milliliter per minute per 1.73 square meter,9117,(unit) milliliter per minute per 1.73 square meter (concept_id = 9117),Unit,UCUM,Unit,S,mL/min/1.73.m2
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/mm,milliliter per millimeter,45891033,(unit) milliliter per milliliter (concept_id = 45891033),Unit,UCUM,Unit,S,mL/mL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/s,milliliter per second,44777614,(unit) milliliter per second (concept_id = 44777614),Unit,UCUM,Unit,S,mL/s
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/{beat},milliliter per heart beat,9569,(unit) milliliter per heart beat (concept_id = 9569),Unit,UCUM,Unit,S,mL/{hb}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL/{beat}/m2,milliliter per heart beat per  square meter,32739,(unit) milliliter per square meter (concept_id = 32739),Unit,UCUM,Unit,S,ml/m2
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mL{fetal_RBCs},milliliter of fetal red blood cells,9083,(unit) unit per milliliter of red blood cells (concept_id = 9083),Unit,UCUM,Unit,S,[U]/mL{RBC}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mm,millimeter,8588,(unit) millimeter (concept_id = 8588),Unit,UCUM,Unit,S,mm
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mm/h,millimeter per hour,8752,(unit) millimeter per hour (concept_id = 8752),Unit,UCUM,Unit,S,mm/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mm/min,millimeter per minute,8795,(unit) milliliter per minute (concept_id = 8795),Unit,UCUM,Unit,S,mL/min
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mm2,square millimeter,9572,(unit) square millimeter (concept_id = 9572),Unit,UCUM,Unit,S,mm2
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mm[H2O],millimeter of water,8588,(unit) millimeter (concept_id = 8588),Unit,UCUM,Unit,S,mm
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mm[Hg],millimeter of mercury,8876,(unit) millimeter mercury column (concept_id = 8876),Unit,UCUM,Unit,S,mm[Hg]
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol,millimole,9573,(unit) millimole (concept_id = 9573),Unit,UCUM,Unit,S,mmol
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/(12.h),millimole per 12 hour,44777664,(unit) milliliter per 12 hours (concept_id = 44777664),Unit,UCUM,Unit,S,mL/(12.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/(2.h),millimole per 2 hour,8910,(unit) millimole per 24 hours (concept_id = 8910),Unit,UCUM,Unit,S,mmol/(24.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/(24.h),millimole per 24 hour,8910,(unit) millimole per 24 hours (concept_id = 8910),Unit,UCUM,Unit,S,mmol/(24.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/(5.h),millimole per 5 hour,8910,(unit) millimole per 24 hours (concept_id = 8910),Unit,UCUM,Unit,S,mmol/(24.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/(6.h),millimole per 6 hour,8910,(unit) millimole per 24 hours (concept_id = 8910),Unit,UCUM,Unit,S,mmol/(24.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/(8.h),millimole per 8 hour,8910,(unit) millimole per 24 hours (concept_id = 8910),Unit,UCUM,Unit,S,mmol/(24.h)
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/d,millimole per day,44777618,(unit) millimole per millimole (concept_id = 44777618),Unit,UCUM,Unit,S,mmol/mmol
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/dL,millimole per deciliter,9575,(unit) millimole per deciliter (concept_id = 9575),Unit,UCUM,Unit,S,mmol/dL
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/g,millimole per gram,9576,(unit) millimole per gram (concept_id = 9576),Unit,UCUM,Unit,S,mmol/g
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/g{creat},millimole per gram of creatinine,9018,(unit) millimole per gram of creatinine (concept_id = 9018),Unit,UCUM,Unit,S,mmol/g{creat}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/h,millimole per hour,8752,(unit) millimeter per hour (concept_id = 8752),Unit,UCUM,Unit,S,mm/h
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/h/mg{Hb},millimole per hour per milligram of hemoglobin,44777642,(unit) picomole per hour and milligram of hemoglobin (concept_id = 44777642),Unit,UCUM,Unit,S,pmol/h/mg{HGB}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/h/mg{prot},millimole per hour per milligram of protein,9145,(unit) nanogram per hour per milligram of total protein (concept_id = 9145),Unit,UCUM,Unit,S,ng/h/mg{tot'prot}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/kg,millimole per kilogram,9577,(unit) millimole per kilogram (concept_id = 9577),Unit,UCUM,Unit,S,mmol/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/kg/(8.h),millimole per kilogram per 8 hour,9577,(unit) millimole per kilogram (concept_id = 9577),Unit,UCUM,Unit,S,mmol/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/kg/d,millimole per kilogram per day,9577,(unit) millimole per kilogram (concept_id = 9577),Unit,UCUM,Unit,S,mmol/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/kg/h,millimole per kilogram per hour,9577,(unit) millimole per kilogram (concept_id = 9577),Unit,UCUM,Unit,S,mmol/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/kg/min,millimole per kilogram per minute,9577,(unit) millimole per kilogram (concept_id = 9577),Unit,UCUM,Unit,S,mmol/kg
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/L,millimole per liter,8753,(unit) millimole per liter (concept_id = 8753),Unit,UCUM,Unit,S,mmol/L
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/L{RBCs},millimole per liter of red blood cells,9083,(unit) unit per milliliter of red blood cells (concept_id = 9083),Unit,UCUM,Unit,S,[U]/mL{RBC}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/m2,millimole per square meter,9578,(unit) millimole per square meter (concept_id = 9578),Unit,UCUM,Unit,S,mmol/m2
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/min,millimole per minute,44777618,(unit) millimole per millimole (concept_id = 44777618),Unit,UCUM,Unit,S,mmol/mmol
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/mmol,millimole per millimole,44777618,(unit) millimole per millimole (concept_id = 44777618),Unit,UCUM,Unit,S,mmol/mmol
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/mmol{creat},millimole per millmole of creatinine,44777619,(unit) millimole per millimole of creatinine (concept_id = 44777619),Unit,UCUM,Unit,S,mmol/mmol{creat}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/mmol{urea},millimole per millimole of urea,44777618,(unit) millimole per millimole (concept_id = 44777618),Unit,UCUM,Unit,S,mmol/mmol
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/mol,millimole per mole,9579,(unit) millimole per mole (concept_id = 9579),Unit,UCUM,Unit,S,mmol/mol
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/mol{creat},millimole per mole of creatinine,9019,(unit) millimole per mole of creatinine (concept_id = 9019),Unit,UCUM,Unit,S,mmol/mol{creat}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/s/L,millimole per second per liter,8753,(unit) millimole per liter (concept_id = 8753),Unit,UCUM,Unit,S,mmol/L
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/{ejaculate},millimole per ejaculate,0,Gap,-,-,-,-,-
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/{specimen},millimole per specimen,44777615,(unit) millimole per specimen (concept_id = 44777615),Unit,UCUM,Unit,S,mmol/{spec}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mmol/{total_vol},millimole per total volume,9574,(unit) millimole per total volume (concept_id = 9574),Unit,UCUM,Unit,S,mmol/{tot'vol}
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mo,month,9580,(unit) month (concept_id = 9580),Unit,UCUM,Unit,S,mo
PCORnet,PRESCRIBING,RX_DOSE_ORDERED_UNIT,mol,mole,9584,(unit) mole (concept_id = 9584),Unit,UCUM,Unit,S,mol
